/
voxlrs-00008	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/QGcZbHwCx68/00223_00.mp4	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/QGcZbHwCx68/00223_00.mp4	128	128
voxlrs-00008	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/FUoVYyVpiAg/00140_00.mp4	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/FUoVYyVpiAg/00140_00.mp4	172	172
voxlrs-00008	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/iRuAxM8FHU0/00384_00.mp4	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/iRuAxM8FHU0/00384_00.mp4	264	264
voxlrs-00008	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/1E79sf2Kajs/00003_00.mp4	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/1E79sf2Kajs/00003_00.mp4	163	163
voxlrs-00008	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/7sk_F1e4PZo/00047_00.mp4	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/7sk_F1e4PZo/00047_00.mp4	388	388
voxlrs-00008	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/QGcZbHwCx68/00253_00.mp4	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/QGcZbHwCx68/00253_00.mp4	268	268
voxlrs-00008	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/ivALSaEpSB8/00406_00.mp4	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/ivALSaEpSB8/00406_00.mp4	195	195
voxlrs-00008	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/2n1m8uGZKcU/00021_00.mp4	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/2n1m8uGZKcU/00021_00.mp4	166	166
voxlrs-00008	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/wUlTOaMso-0/00493_00.mp4	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/wUlTOaMso-0/00493_00.mp4	214	214
voxlrs-00008	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/W0NGEPJHlL8/00340_00.mp4	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/W0NGEPJHlL8/00340_00.mp4	348	348
voxlrs-00008	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/QGcZbHwCx68/00240_00.mp4	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/QGcZbHwCx68/00240_00.mp4	412	412
voxlrs-00008	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/iRuAxM8FHU0/00388_00.mp4	/mnt/ssd4/Dataset/vox2/en/video/dev/mp4/id05913/iRuAxM8FHU0/00388_00.mp4	180	180
