/
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/UcS6A3EyRb4/00323_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/UcS6A3EyRb4/00323_00.mp4	179	179
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/MIcHGScf4so/00214_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/MIcHGScf4so/00214_00.mp4	453	453
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/_hRD6kbRVnU/00408_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/_hRD6kbRVnU/00408_00.mp4	400	400
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/AdUYDNQhhCk/00140_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/AdUYDNQhhCk/00140_00.mp4	398	398
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/r_uJ4mfSi1M/00479_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/r_uJ4mfSi1M/00479_00.mp4	100	100
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/CwW3JwmGpeI/00201_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/CwW3JwmGpeI/00201_00.mp4	317	317
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/6vwdloR7k68/00043_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/6vwdloR7k68/00043_00.mp4	206	206
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/UcS6A3EyRb4/00339_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/UcS6A3EyRb4/00339_00.mp4	263	263
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/r_uJ4mfSi1M/00481_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/r_uJ4mfSi1M/00481_00.mp4	143	143
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/RReH9hQ8QaM/00299_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/RReH9hQ8QaM/00299_00.mp4	124	124
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/WnrHrsxu6gk/00351_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/WnrHrsxu6gk/00351_00.mp4	361	361
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/NdXyyvCuQi8/00249_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/NdXyyvCuQi8/00249_00.mp4	432	432
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/0WqgvPnl3gY/00034_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/0WqgvPnl3gY/00034_00.mp4	163	163
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/NdXyyvCuQi8/00245_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/NdXyyvCuQi8/00245_00.mp4	138	138
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/NbQBJtezIV0/00222_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/NbQBJtezIV0/00222_00.mp4	396	396
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/7HbS5i8BWP8/00069_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/7HbS5i8BWP8/00069_00.mp4	351	351
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/RReH9hQ8QaM/00284_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/RReH9hQ8QaM/00284_00.mp4	216	216
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/NbQBJtezIV0/00225_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/NbQBJtezIV0/00225_00.mp4	108	108
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/0WqgvPnl3gY/00003_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/0WqgvPnl3gY/00003_00.mp4	193	193
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/0WqgvPnl3gY/00028_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/0WqgvPnl3gY/00028_00.mp4	138	138
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/_66qNA2WiRk/00386_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/_66qNA2WiRk/00386_00.mp4	319	319
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/UcS6A3EyRb4/00341_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/UcS6A3EyRb4/00341_00.mp4	509	509
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/r_uJ4mfSi1M/00484_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/r_uJ4mfSi1M/00484_00.mp4	138	138
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/Wtb4wv6B6E0/00364_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/Wtb4wv6B6E0/00364_00.mp4	290	290
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/UcS6A3EyRb4/00350_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/UcS6A3EyRb4/00350_00.mp4	211	211
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/UcS6A3EyRb4/00330_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/UcS6A3EyRb4/00330_00.mp4	528	528
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/UcS6A3EyRb4/00314_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/UcS6A3EyRb4/00314_00.mp4	302	302
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/UcS6A3EyRb4/00331_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/UcS6A3EyRb4/00331_00.mp4	176	176
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/UcS6A3EyRb4/00311_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/UcS6A3EyRb4/00311_00.mp4	280	280
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/r_uJ4mfSi1M/00487_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/r_uJ4mfSi1M/00487_00.mp4	110	110
voxlrs-00010	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/0WqgvPnl3gY/00010_00.mp4	/Path_to_Datasets/vox2/en/video/dev/mp4/id01754/0WqgvPnl3gY/00010_00.mp4	426	426
